date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
2014-07-27 12:10:08,11,3,205,135,27655,2027.249,896338,0,0,9,2014-08-14,2014-08-15,4,0,2,8267,1,0,1,2,50,676,21
2014-11-23 21:39:57,33,2,194,38,42328,,9964,0,0,9,2014-12-03,2014-12-06,2,0,1,27868,5,0,7,3,104,987,60
2014-11-17 18:07:32,2,3,66,321,42936,,776193,0,0,7,2014-11-22,2014-11-26,1,0,1,8250,1,0,1,2,50,628,45
2014-05-08 14:48:43,2,3,66,403,26322,,517910,0,1,9,2014-11-14,2014-11-20,2,0,1,11917,1,0,1,0,140,59,92
2014-06-23 15:44:02,2,3,66,311,38374,3302.018,166055,0,0,0,2014-10-09,2014-10-11,2,0,1,2286,3,0,1,6,204,1777,43
2014-10-31 12:42:09,2,3,66,220,2086,5972.1818,222714,0,0,9,2015-05-23,2015-05-26,2,0,1,792,1,0,2,6,208,1480,86
2014-04-27 13:35:24,2,3,66,442,28643,2472.9654,66701,0,1,6,2014-06-10,2014-06-11,2,0,1,11435,1,0,1,4,67,203,92
2014-06-09 15:38:14,2,3,66,325,32561,750.9328,589782,0,1,0,2014-06-09,2014-06-15,1,1,1,8250,1,0,2,2,50,628,45
2014-08-14 14:14:42,2,3,66,318,40322,97.5397,223942,1,0,9,2014-08-16,2014-08-17,3,1,1,8237,1,0,2,2,50,641,97
2014-01-01 12:13:20,34,3,205,354,48951,352.2199,1033376,0,0,9,2014-03-18,2014-03-21,2,1,1,7635,3,0,1,2,50,675,19
2013-10-14 00:09:23,11,3,205,155,26065,499.7586,35335,0,0,9,2013-10-22,2013-10-24,1,1,1,8798,1,0,1,2,198,374,48
2013-03-06 10:25:35,2,3,66,174,18037,377.6621,635982,1,1,9,2013-03-27,2013-03-30,2,2,1,8250,1,0,1,2,50,628,88
2014-06-26 14:42:46,2,3,66,462,14785,1758.4779,106261,0,1,1,2014-07-20,2014-07-23,2,0,1,8824,1,0,2,4,8,118,89
2013-06-27 00:19:53,37,1,69,747,40638,,644243,1,0,3,2013-09-20,2013-09-23,2,0,1,2533,3,0,1,6,77,1880,82
2014-03-08 12:37:48,23,1,1,309,43585,,1180122,0,0,5,2014-06-17,2014-06-18,2,1,1,10243,3,0,1,6,70,1925,90
2013-07-15 13:12:37,34,3,205,354,1062,2002.719,690876,0,0,9,2013-12-20,2013-12-21,1,1,1,8288,1,0,1,2,198,399,95
2013-11-09 06:52:58,34,3,205,354,25315,342.0727,986130,0,1,9,2013-12-06,2013-12-08,2,2,1,8267,1,0,1,2,50,675,56
2013-06-29 12:21:18,2,3,66,322,47357,189.4052,1102296,0,0,9,2013-07-20,2013-07-21,2,0,1,8283,1,0,2,2,50,414,83
2014-07-12 14:10:25,2,3,66,337,25205,,899944,0,0,9,2014-07-12,2014-07-13,2,0,1,11569,1,0,3,2,50,623,4
2014-08-18 17:00:27,24,2,3,77,55529,,21566,0,1,2,2014-08-29,2014-09-02,1,0,1,8818,1,0,3,3,99,88,60
2014-10-21 23:21:18,24,2,3,48,29351,,946571,0,0,9,2015-01-08,2015-01-11,4,0,1,12812,5,0,1,2,50,368,39
2014-07-04 07:39:02,2,3,66,363,12346,82.0535,1140447,0,0,0,2014-07-04,2014-07-06,2,0,1,7635,3,0,1,2,50,675,41
2013-04-02 14:15:27,2,3,66,403,4581,4724.7619,1040476,1,0,1,2014-02-13,2014-02-17,2,0,1,13094,3,0,4,2,50,212,84
2013-03-03 20:33:06,2,3,66,293,4943,1078.5701,436392,0,1,0,2013-07-12,2013-07-19,4,2,1,8791,1,0,1,4,8,110,52
2014-02-16 20:53:14,13,1,46,171,51954,4859.9566,1055878,1,1,9,2014-05-29,2014-06-13,2,0,1,12227,6,1,1,2,50,701,38
2014-07-30 12:34:07,2,3,66,346,31371,5587.4436,897541,0,0,9,2014-08-26,2014-08-28,2,0,1,25116,1,0,1,6,4,151,57
2013-05-19 16:56:03,2,3,66,174,16634,5802.5729,1100190,0,0,9,2013-07-05,2013-07-08,2,0,1,9927,1,0,2,6,170,11,46
2014-07-10 18:50:08,13,1,46,244,5212,,61120,0,1,4,2014-07-27,2014-08-16,2,2,1,8220,1,0,1,3,182,46,29
2013-10-26 17:46:15,2,3,66,258,35380,1755.2646,915512,0,0,9,2013-11-26,2013-11-29,2,0,1,8281,1,0,1,2,50,663,13
2013-04-08 19:51:50,2,3,66,322,45317,7060.3232,899872,0,0,9,2013-05-08,2013-05-14,1,0,1,19945,6,0,1,3,99,88,36
2014-12-29 19:19:23,2,3,205,354,12825,205.0598,273392,0,0,2,2015-01-01,2015-01-02,1,0,1,12951,5,0,2,2,198,397,6
2014-05-10 09:22:42,2,3,66,348,34701,,897063,0,1,0,2014-05-29,2014-06-05,2,3,1,16864,5,1,1,4,163,1503,87
2013-11-01 18:32:23,2,3,66,348,48862,1587.7671,556598,0,1,9,2013-11-26,2013-12-02,2,1,1,5405,6,0,2,4,8,126,65
2014-05-11 18:55:24,2,3,66,459,14016,,99910,0,1,0,2014-08-06,2014-08-09,1,1,1,11335,1,0,1,4,136,196,26
2014-08-06 20:25:57,2,3,66,442,35390,2023.4996,179788,0,0,0,2014-09-25,2014-09-26,2,0,1,11922,1,1,1,2,198,376,28
2014-11-09 13:47:29,37,1,69,534,46966,,10552,0,0,9,2015-01-03,2015-01-15,3,2,1,8268,1,0,1,2,50,682,26
2014-02-01 12:45:22,2,3,69,574,32474,,1038852,0,1,9,2014-02-27,2014-03-02,2,0,1,8250,1,0,2,2,50,628,45
2014-04-28 12:28:35,2,3,66,153,20706,304.1174,641455,0,0,0,2014-07-20,2014-07-23,2,2,1,8278,1,0,1,2,50,368,13
2014-09-29 21:04:59,2,3,66,174,52085,230.3874,107227,0,0,1,2014-11-21,2014-11-23,2,0,1,12206,6,1,1,2,50,628,1
2014-11-01 18:27:10,24,2,3,64,12576,,1181497,0,0,1,2014-11-22,2014-11-26,3,0,1,13905,6,0,1,6,77,2,93
2014-01-13 14:22:27,2,3,154,196,38140,,162401,0,0,9,2014-04-11,2014-04-19,2,0,1,12603,5,0,1,2,50,365,39
2014-02-17 19:30:32,26,0,215,646,51733,2096.5838,950210,0,1,9,2014-07-12,2014-07-15,2,0,1,8267,1,0,1,2,50,675,68
2013-05-28 19:40:18,2,3,66,226,18982,4667.8526,427317,0,0,9,2013-06-17,2013-06-21,1,1,1,12526,5,0,1,4,196,2034,29
2013-07-06 12:42:32,2,3,66,220,22709,11.885,392157,1,0,0,2013-07-06,2013-07-07,2,1,1,11853,1,1,1,2,50,702,15
2013-08-26 22:50:12,24,2,3,50,5703,,1190122,0,0,0,2013-09-11,2013-09-16,1,0,1,8213,1,0,1,6,68,275,76
2014-04-17 20:19:33,37,1,69,641,54246,,125103,0,0,4,2014-05-19,2014-05-21,2,0,1,55208,1,0,1,6,204,941,16
2013-07-27 13:53:55,34,3,205,330,43026,,346723,1,1,9,2014-02-14,2014-02-21,3,1,1,11942,1,0,4,4,193,99,80
2013-02-22 16:22:29,37,1,69,910,43113,,354869,0,0,9,2013-03-13,2013-03-14,1,1,1,19162,6,0,3,6,70,19,51
2014-08-29 21:18:11,2,3,66,322,22659,1371.6889,47485,1,0,2,2014-09-11,2014-09-15,2,0,1,12206,6,0,1,2,50,628,1
2014-08-13 10:51:58,2,3,87,59,5152,,357009,0,0,9,2014-08-22,2014-08-25,3,0,2,8291,1,0,1,2,50,191,98
2014-11-21 20:56:06,2,3,66,442,28620,6651.1123,493488,0,0,9,2014-11-24,2014-11-25,1,0,1,44335,8,0,1,6,22,1439,82
2014-07-20 18:24:48,2,3,66,153,20706,251.976,398711,0,1,9,2014-08-01,2014-08-02,1,0,1,8250,1,0,1,2,50,628,83
2014-05-05 14:11:08,37,1,69,761,41949,,139910,0,0,0,2014-05-07,2014-05-08,1,0,1,53182,3,0,1,6,70,134,28
2013-09-23 10:16:45,24,2,3,50,5703,,1192775,0,0,9,2013-10-20,2013-10-22,2,1,1,8819,1,0,2,3,168,1242,25
2014-09-03 20:56:02,2,3,66,462,17112,2765.5931,641883,0,1,0,2014-10-22,2014-10-28,2,0,1,11735,1,0,2,4,128,1559,75
2013-02-25 19:25:09,2,3,66,346,31371,3213.3807,208937,0,0,3,2014-01-19,2014-01-21,1,2,1,12257,6,0,1,4,51,1509,68
2014-07-09 23:42:16,2,3,66,174,29618,1974.981,615671,0,0,9,2014-08-03,2014-08-04,2,1,1,23703,6,0,2,2,50,509,39
2014-05-15 10:45:04,2,3,66,174,27251,3074.7066,723102,0,0,1,2014-07-01,2014-07-04,1,2,1,22416,1,1,1,4,146,1548,63
2013-03-22 21:50:23,2,3,66,447,42413,385.871,782692,1,0,3,2013-06-09,2013-06-10,2,2,1,8250,1,0,1,2,50,628,79
2013-05-29 08:34:02,2,3,66,448,25538,1384.1958,1096351,0,0,9,2013-06-08,2013-06-09,2,0,1,8277,1,0,1,2,50,412,9
2014-10-04 18:47:20,37,1,69,1007,27752,,219998,0,0,3,2014-10-31,2014-11-05,2,0,1,18998,1,0,1,6,77,6,58
2014-10-17 22:50:30,2,3,181,238,14762,,793234,0,0,3,2014-10-21,2014-10-24,1,0,1,12009,1,0,3,2,50,680,91
2014-03-07 21:06:01,2,3,66,184,28561,1718.881,343120,0,0,7,2014-06-29,2014-07-07,2,0,1,8260,1,0,1,2,50,701,70
2014-03-05 08:58:00,2,3,66,442,7578,85.9442,868139,0,0,0,2014-03-15,2014-03-16,2,0,1,40890,4,0,6,2,50,412,55
2014-11-02 19:27:54,2,3,66,442,11971,,713266,0,0,9,2014-11-26,2014-11-27,2,0,1,486,1,0,1,2,50,726,14
2014-11-18 03:38:12,34,3,1,318,2096,460.4309,502229,0,0,9,2014-12-07,2014-12-09,2,0,1,21905,6,0,1,6,135,1557,82
2014-01-04 22:41:31,2,3,66,462,14703,2641.3375,854845,0,1,0,2014-03-25,2014-04-02,2,0,1,8791,1,0,1,4,8,110,52
2014-09-20 19:20:17,2,3,66,321,274,,228112,0,1,9,2014-11-12,2014-11-15,2,0,1,12206,6,0,1,2,50,628,54
2014-09-27 16:57:18,2,3,66,258,54285,126.1645,140545,1,0,9,2014-10-25,2014-10-27,2,0,1,12191,6,0,1,2,50,637,5
2014-12-19 15:49:27,2,3,66,258,48938,799.5254,854334,0,1,5,2015-01-05,2015-01-07,2,0,1,12193,6,0,1,2,50,1529,48
2014-10-29 14:19:05,11,3,205,354,40193,417.7007,243310,0,0,9,2014-11-14,2014-11-16,2,0,1,8230,1,0,1,2,50,637,21
2013-09-19 15:20:48,8,4,77,824,15015,8803.876,598725,0,0,1,2013-12-30,2014-01-01,2,0,1,5405,6,0,1,4,8,126,92
2014-11-12 12:38:55,2,3,66,174,47207,38.6274,925248,0,0,9,2014-11-12,2014-11-13,1,0,1,14985,1,0,3,2,50,1042,39
2014-01-27 14:04:11,2,3,66,348,44905,,1040127,0,1,9,2014-04-04,2014-04-10,2,0,1,11372,1,0,1,4,121,199,73
2014-11-22 21:40:42,8,4,77,824,50580,1959.6804,13490,0,1,9,2015-09-29,2015-10-06,2,1,1,14907,1,0,1,0,87,58,62
2014-09-17 11:25:01,2,3,66,351,19997,875.843,942196,0,0,9,2014-11-24,2014-11-29,2,0,1,49086,6,0,1,2,50,685,0
2013-09-23 18:09:48,8,4,77,824,11254,,721906,1,1,9,2013-10-11,2013-10-13,2,0,1,44106,1,0,1,0,63,1429,90
2014-04-23 22:52:06,24,2,3,65,26089,,6592,0,0,4,2014-08-08,2014-08-12,2,0,1,30265,6,0,3,6,105,769,8
2014-01-09 20:01:42,34,3,205,354,28561,66.7354,45982,0,0,9,2014-01-11,2014-01-12,2,2,1,14875,1,0,3,2,198,750,19
2014-07-10 07:51:28,2,3,66,348,48862,1555.3003,347526,0,1,9,2014-07-20,2014-07-24,2,0,1,8864,1,0,1,4,47,1508,86
2014-03-04 16:24:59,2,3,66,351,28318,,1047352,0,0,9,2014-03-23,2014-03-27,2,1,1,55715,6,0,1,2,50,699,3
2014-12-15 23:44:48,18,2,119,0,27731,,407390,1,0,7,2015-01-01,2015-01-02,2,0,1,8747,1,0,1,3,106,107,48
2013-03-29 06:16:47,37,1,66,174,26232,0.5948,769043,0,0,9,2013-03-29,2013-03-30,1,0,1,8279,1,0,1,2,50,1230,98
2013-12-15 07:01:30,2,3,66,311,51943,,81431,0,1,9,2014-04-18,2014-04-23,2,0,1,8223,1,0,2,2,50,690,49
2014-09-19 13:58:25,2,3,66,321,9101,993.7392,1122702,0,0,3,2014-10-14,2014-10-15,2,0,1,7635,3,0,1,2,50,675,56
2013-11-07 19:20:41,2,3,66,220,9683,1285.8874,900912,0,0,2,2013-12-18,2013-12-21,8,0,4,22407,1,0,3,4,146,100,76
2014-10-05 14:41:38,2,3,182,376,14405,6047.5332,923082,0,0,9,2014-10-29,2014-10-31,4,0,1,8250,1,0,2,2,50,628,88
2014-12-22 11:36:16,26,0,215,780,22911,,1024616,0,0,2,2014-12-27,2015-01-07,4,0,2,1742,1,0,1,4,8,131,60
2014-11-13 23:24:37,2,3,70,47,14566,,75196,0,0,1,2014-11-18,2014-11-22,2,0,1,8220,1,0,1,3,182,46,46
2014-03-20 07:58:48,34,3,205,354,52284,3581.8384,74389,0,0,9,2014-05-15,2014-05-17,4,0,2,12211,6,1,1,6,70,19,72
2014-06-28 10:06:09,30,4,195,995,55763,,1065849,0,0,9,2014-12-27,2015-01-10,4,1,1,22532,6,0,1,0,63,1023,59
2014-07-06 13:25:09,2,3,66,174,21225,351.0677,555353,0,0,9,2014-07-13,2014-07-15,1,0,1,12826,5,0,1,2,50,1230,41
2014-09-07 14:14:00,2,3,66,337,16343,1644.2282,1066567,0,0,9,2015-02-27,2015-03-02,2,0,1,9600,1,0,1,4,32,1411,96
2014-09-27 13:50:59,2,3,80,38,52486,,139801,0,1,0,2014-10-14,2014-10-18,2,0,1,8252,1,0,2,6,170,313,58
2013-05-18 12:11:10,2,3,66,311,30031,4038.6109,147998,1,0,0,2013-06-01,2013-06-03,3,1,1,21451,6,0,1,6,107,36,60
2014-03-30 17:12:06,8,4,77,871,36643,4401.6725,90746,1,0,9,2014-12-26,2015-01-02,2,2,1,18569,1,0,3,3,182,83,31
2014-08-10 16:42:22,2,3,66,337,30790,,795019,0,0,9,2014-10-18,2014-10-21,1,0,1,8250,1,0,1,2,50,628,41
2014-10-15 20:57:09,34,3,205,354,32185,2094.7189,506990,0,0,9,2014-11-28,2014-11-29,2,0,1,12273,6,0,1,2,50,663,48
2013-07-03 22:23:30,2,3,215,646,51733,1535.8573,1120835,1,0,9,2013-07-22,2013-07-24,2,0,1,12218,6,0,1,2,50,365,10
2014-12-07 07:42:25,2,3,48,424,5957,,509169,0,0,5,2015-01-02,2015-01-10,2,0,1,18569,1,0,2,3,182,83,61
2014-03-11 23:02:35,2,3,66,462,52482,4784.9408,711769,0,0,0,2014-03-29,2014-04-07,2,0,1,8253,1,0,1,6,70,19,69
2014-05-27 08:58:38,2,3,66,348,30038,,484292,0,1,1,2014-10-19,2014-10-26,2,0,1,8279,1,0,5,2,50,1230,83
2014-03-10 21:21:02,2,3,66,462,49272,5670.0807,113669,0,0,9,2014-09-03,2014-09-06,4,0,2,21787,6,0,1,6,105,29,61
2014-10-22 11:31:23,2,3,66,220,14458,4139.689,655857,0,0,9,2015-08-05,2015-08-06,2,0,1,25967,6,0,1,6,70,134,59
2014-06-11 17:43:36,11,3,205,354,50386,2600.5316,160045,0,0,9,2014-07-24,2014-07-25,2,0,1,23631,1,0,1,6,12,807,90
2014-08-08 21:33:22,34,3,205,411,54864,297.4009,141573,0,0,9,2014-08-20,2014-08-21,4,0,2,8798,1,1,1,2,198,374,16
2014-09-28 08:53:50,2,3,66,174,23793,345.4754,983494,0,0,1,2014-10-15,2014-10-16,2,0,1,12132,1,0,1,2,50,366,39
2013-11-11 13:15:11,15,1,69,784,7930,,1070370,0,0,5,2013-11-15,2013-11-17,3,0,1,23343,6,0,1,6,70,1929,43
2014-09-04 15:58:37,2,3,66,174,44951,215.1758,917340,0,0,9,2014-11-26,2014-11-30,2,0,1,8250,1,0,1,2,50,628,88
2013-06-04 20:08:33,23,1,1,395,29254,240.7337,478712,0,0,9,2013-06-14,2013-06-15,1,0,1,30274,6,0,1,6,105,1827,67
2014-06-16 13:17:05,2,3,66,174,48138,,1000139,0,0,0,2014-06-21,2014-06-22,2,0,1,12265,6,0,1,2,50,368,23
2014-06-25 01:50:42,2,3,48,23,7685,,974535,0,0,9,2014-06-30,2014-07-01,1,0,1,25116,1,0,1,6,4,151,36
2014-10-03 16:29:56,8,4,77,977,44802,4908.5343,477481,0,0,5,2014-10-20,2014-10-23,2,0,1,17357,5,1,1,3,99,1225,62
2014-02-12 12:00:41,2,3,66,337,6988,1594.499,1098223,1,1,0,2014-04-21,2014-04-25,2,0,1,11938,1,0,1,4,8,126,52
2014-07-02 18:46:44,2,3,66,462,4272,244.1118,730326,0,0,9,2014-07-15,2014-07-16,1,0,1,23380,6,0,1,2,50,651,69
2013-11-04 11:46:36,2,3,66,403,55849,48.2822,397699,0,0,0,2013-12-06,2013-12-07,1,0,5,17859,1,0,1,2,50,427,15
2013-05-11 11:09:29,33,2,194,38,42328,,12609,1,1,9,2013-05-24,2013-05-26,2,1,1,8803,1,0,2,3,151,69,46
2014-11-06 12:21:56,11,3,205,155,22091,990.8775,676945,0,1,1,2014-11-08,2014-11-11,2,0,1,8250,1,0,3,2,50,628,38
2014-10-31 09:00:56,2,3,66,442,35390,971.8923,877048,0,0,9,2014-12-05,2014-12-07,2,0,1,12669,5,0,1,2,50,701,97
2014-05-28 13:37:38,2,3,66,258,4687,1440.1458,70317,0,1,9,2014-07-13,2014-07-17,2,0,1,8791,1,0,1,4,8,110,65
2013-09-18 21:50:26,11,3,205,135,36086,1004.1114,623578,0,0,1,2013-10-23,2013-10-26,2,0,1,12268,6,0,1,2,50,1230,55
2014-08-25 12:24:06,2,3,66,348,47997,7795.2699,63738,0,0,0,2015-01-02,2015-01-05,4,0,2,8822,1,0,3,3,130,91,9
2014-07-25 16:14:19,2,3,66,442,35390,185.8482,848912,0,0,0,2014-07-31,2014-08-03,1,2,1,8277,1,0,1,2,50,412,33
2013-10-11 14:29:35,2,3,66,448,43175,152.6356,659362,0,0,0,2013-10-12,2013-10-13,2,3,1,49272,4,0,3,2,50,696,50
2014-11-19 06:30:38,11,3,205,135,36086,2161.1843,566920,0,1,9,2015-01-09,2015-01-17,1,0,1,8810,1,0,1,4,8,1532,10
2014-10-12 16:57:28,2,3,66,311,30031,7867.488,310949,0,0,1,2015-01-29,2015-02-01,2,0,1,20456,1,0,1,3,104,60,46
2014-07-08 16:19:11,2,3,66,442,76,682.5415,358774,0,0,0,2014-07-28,2014-07-31,2,2,1,14802,1,0,1,2,50,683,16
2013-10-29 13:49:53,2,3,66,348,48862,2234.3926,154548,0,1,1,2013-11-16,2013-11-22,2,0,1,8250,1,0,8,2,50,628,1
2013-12-28 17:24:24,2,3,66,174,13248,1248.1018,478041,0,0,9,2014-01-17,2014-01-21,2,0,1,8810,1,0,1,4,8,1532,17
2014-08-07 10:16:54,30,4,195,995,55763,,1147597,0,0,2,2014-11-22,2014-11-24,2,0,1,21958,6,0,1,6,68,275,16
2014-06-24 13:34:11,11,3,205,354,47641,,679134,0,0,0,2014-07-05,2014-07-07,2,0,1,7635,3,0,1,2,50,675,56
2014-04-17 19:12:34,2,3,66,174,5938,2032.1914,521310,0,1,2,2014-06-05,2014-06-11,2,0,1,8791,1,0,1,4,8,110,52
2014-10-02 02:09:44,2,3,66,258,2443,,646070,0,1,9,2014-10-17,2014-10-20,4,0,1,8250,1,0,1,2,50,628,79
2014-08-29 11:25:52,2,3,66,174,23644,6192.3219,963217,0,0,0,2014-09-13,2014-09-20,2,0,2,8818,1,0,1,3,99,88,46
2013-04-11 14:49:56,18,2,119,0,27731,,926748,0,0,3,2013-06-21,2013-06-22,2,1,1,1265,1,0,4,3,151,80,15
2014-09-17 07:49:55,2,3,215,646,51733,1496.8805,571425,0,0,9,2014-11-16,2014-11-22,2,0,2,22648,6,0,1,4,13,1531,68
2013-01-12 19:56:00,2,3,66,348,48862,0.8116,862597,0,0,4,2013-02-07,2013-02-12,3,0,1,7635,3,0,5,2,50,675,83
2014-06-11 07:22:38,11,3,205,330,49854,,417322,0,0,0,2014-06-22,2014-06-26,2,0,1,8745,1,0,2,6,204,27,20
2014-09-11 18:52:41,8,4,77,977,53780,837.1705,744984,0,1,9,2014-10-12,2014-10-17,2,0,1,8849,1,0,1,0,63,1023,2
